Order ID,Date,Customer ID,Product ID,Product Name,Category,Quantity,Price per Unit,Total Sale Amount,Payment Method,Payment Status,Country,Continent
7969,2023-05-23,Cust-35,3003,Smartphone,Electronics,4,700,2800,PayPal,Failed,Australia,Australia
7970,2023-08-22,Cust-614,3001,Laptop,Electronics,3,1000,3000,PayPal,Pending,South Africa,Africa
7971,2023-11-25,Cust-893,3002,Headphones,Accessories,1,50,50,Bank Transfer,Failed,Australia,Australia
7972,2023-01-17,Cust-53,3005,Smartwatch,Accessories,1,200,200,Credit Card,Failed,Germany,Europe
7973,2023-09-06,Cust-240,3004,Tablet,Electronics,1,300,300,Bank Transfer,Failed,Japan,Asia
7974,2023-06-27,Cust-168,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Pending,Brazil,South America
7975,2023-04-08,Cust-420,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Failed,Australia,Australia
7976,2023-04-17,Cust-208,3004,Tablet,Electronics,5,300,1500,Credit Card,Failed,Australia,Australia
7977,2023-06-23,Cust-958,3002,Headphones,Accessories,5,50,250,PayPal,Pending,Brazil,South America
7978,2023-12-12,Cust-676,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Pending,Germany,Europe
7979,2023-10-09,Cust-208,3001,Laptop,Electronics,5,1000,5000,PayPal,Pending,Germany,Europe
7980,2023-05-04,Cust-825,3005,Smartwatch,Accessories,1,200,200,PayPal,Pending,India,Asia
7981,2023-01-20,Cust-663,3003,Smartphone,Electronics,1,700,700,PayPal,Failed,UK,Europe
7982,2023-07-22,Cust-740,3003,Smartphone,Electronics,1,700,700,Credit Card,Pending,Canada,North America
7983,2023-12-07,Cust-691,3004,Tablet,Electronics,1,300,300,PayPal,Completed,UK,Europe
7984,2023-10-17,Cust-934,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Failed,Canada,North America
7985,2023-08-18,Cust-209,3003,Smartphone,Electronics,2,700,1400,Credit Card,Failed,Japan,Asia
7986,2023-11-30,Cust-706,3005,Smartwatch,Accessories,3,200,600,PayPal,Pending,USA,North America
7987,2023-06-13,Cust-487,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Pending,France,Europe
7988,2023-07-15,Cust-250,3002,Headphones,Accessories,3,50,150,Bank Transfer,Pending,Germany,Europe
7989,2023-12-24,Cust-404,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Pending,Brazil,South America
7990,2023-04-03,Cust-948,3005,Smartwatch,Accessories,2,200,400,Credit Card,Failed,UK,Europe
7991,2023-01-01,Cust-524,3004,Tablet,Electronics,5,300,1500,PayPal,Completed,Canada,North America
7992,2023-09-09,Cust-627,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Failed,France,Europe
7993,2023-06-12,Cust-655,3002,Headphones,Accessories,2,50,100,Credit Card,Failed,France,Europe
7994,2023-07-23,Cust-312,3002,Headphones,Accessories,4,50,200,Credit Card,Completed,Germany,Europe
7995,2023-05-29,Cust-275,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Completed,France,Europe
7996,2023-08-02,Cust-327,3001,Laptop,Electronics,3,1000,3000,Credit Card,Failed,India,Asia
7997,2023-11-08,Cust-189,3004,Tablet,Electronics,3,300,900,Credit Card,Pending,Canada,North America
7998,2023-01-31,Cust-992,3002,Headphones,Accessories,5,50,250,Credit Card,Completed,France,Europe
7999,2023-07-21,Cust-540,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Completed,India,Asia
8000,2023-12-24,Cust-920,3001,Laptop,Electronics,5,1000,5000,PayPal,Failed,South Africa,Africa
8001,2023-04-12,Cust-417,3004,Tablet,Electronics,4,300,1200,Credit Card,Completed,India,Asia
8002,2023-09-27,Cust-801,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Pending,USA,North America
8003,2023-06-15,Cust-947,3005,Smartwatch,Accessories,5,200,1000,PayPal,Pending,South Africa,Africa
8004,2023-06-30,Cust-923,3001,Laptop,Electronics,2,1000,2000,PayPal,Failed,Brazil,South America
8005,2023-11-02,Cust-553,3004,Tablet,Electronics,2,300,600,PayPal,Pending,Germany,Europe
8006,2023-03-10,Cust-412,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Pending,Canada,North America
8007,2023-08-14,Cust-92,3001,Laptop,Electronics,1,1000,1000,PayPal,Failed,USA,North America
8008,2023-04-23,Cust-188,3004,Tablet,Electronics,2,300,600,Credit Card,Pending,Canada,North America
8009,2023-06-27,Cust-949,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Pending,Australia,Australia
8010,2023-12-08,Cust-269,3001,Laptop,Electronics,3,1000,3000,Credit Card,Completed,Germany,Europe
8011,2023-08-22,Cust-253,3003,Smartphone,Electronics,4,700,2800,PayPal,Completed,Brazil,South America
8012,2023-07-07,Cust-48,3002,Headphones,Accessories,1,50,50,Bank Transfer,Completed,Germany,Europe
8013,2023-06-28,Cust-67,3002,Headphones,Accessories,1,50,50,PayPal,Completed,Brazil,South America
8014,2023-07-23,Cust-111,3002,Headphones,Accessories,5,50,250,Bank Transfer,Failed,South Africa,Africa
8015,2023-07-29,Cust-998,3003,Smartphone,Electronics,1,700,700,PayPal,Failed,Germany,Europe
8016,2023-10-30,Cust-282,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Pending,UK,Europe
8017,2023-04-02,Cust-371,3001,Laptop,Electronics,1,1000,1000,Credit Card,Pending,UK,Europe
8018,2023-10-23,Cust-8,3003,Smartphone,Electronics,3,700,2100,Credit Card,Failed,USA,North America
8019,2023-04-01,Cust-995,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Failed,Japan,Asia
8020,2023-05-27,Cust-179,3003,Smartphone,Electronics,5,700,3500,PayPal,Failed,USA,North America
8021,2023-06-14,Cust-913,3001,Laptop,Electronics,5,1000,5000,Credit Card,Failed,Canada,North America
8022,2023-12-03,Cust-737,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Pending,USA,North America
8023,2023-08-26,Cust-378,3004,Tablet,Electronics,5,300,1500,PayPal,Pending,Australia,Australia
8024,2023-08-11,Cust-448,3005,Smartwatch,Accessories,4,200,800,Credit Card,Completed,Germany,Europe
8025,2023-11-18,Cust-250,3002,Headphones,Accessories,3,50,150,Bank Transfer,Completed,USA,North America
8026,2023-02-05,Cust-670,3002,Headphones,Accessories,2,50,100,Credit Card,Failed,Brazil,South America
8027,2023-09-16,Cust-717,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Pending,Canada,North America
8028,2023-04-13,Cust-896,3002,Headphones,Accessories,1,50,50,Credit Card,Completed,UK,Europe
8029,2023-07-17,Cust-877,3002,Headphones,Accessories,3,50,150,PayPal,Completed,France,Europe
8030,2023-12-05,Cust-821,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Pending,South Africa,Africa
8031,2023-11-06,Cust-105,3003,Smartphone,Electronics,1,700,700,Credit Card,Completed,Australia,Australia
8032,2023-04-12,Cust-612,3005,Smartwatch,Accessories,2,200,400,PayPal,Pending,USA,North America
8033,2023-11-30,Cust-784,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Pending,UK,Europe
8034,2023-09-19,Cust-415,3002,Headphones,Accessories,1,50,50,PayPal,Failed,South Africa,Africa
8035,2023-11-19,Cust-125,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Pending,India,Asia
8036,2023-05-06,Cust-814,3004,Tablet,Electronics,2,300,600,PayPal,Pending,Brazil,South America
8037,2023-06-18,Cust-988,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,France,Europe
8038,2023-07-02,Cust-887,3005,Smartwatch,Accessories,4,200,800,Credit Card,Completed,USA,North America
8039,2023-05-09,Cust-789,3002,Headphones,Accessories,4,50,200,Credit Card,Pending,France,Europe
8040,2023-12-12,Cust-508,3002,Headphones,Accessories,2,50,100,PayPal,Pending,USA,North America
8041,2023-01-23,Cust-976,3002,Headphones,Accessories,2,50,100,Bank Transfer,Pending,South Africa,Africa
8042,2023-09-23,Cust-252,3005,Smartwatch,Accessories,2,200,400,Credit Card,Pending,Brazil,South America
8043,2023-01-21,Cust-575,3005,Smartwatch,Accessories,5,200,1000,PayPal,Completed,Japan,Asia
8044,2023-07-09,Cust-496,3004,Tablet,Electronics,5,300,1500,Credit Card,Pending,Brazil,South America
8045,2023-09-26,Cust-613,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Failed,India,Asia
8046,2023-01-26,Cust-557,3004,Tablet,Electronics,2,300,600,PayPal,Completed,Canada,North America
8047,2023-01-14,Cust-298,3002,Headphones,Accessories,2,50,100,Bank Transfer,Pending,Canada,North America
8048,2023-02-05,Cust-150,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Completed,India,Asia
8049,2023-02-07,Cust-245,3002,Headphones,Accessories,3,50,150,Credit Card,Pending,India,Asia
8050,2023-02-21,Cust-670,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Failed,Japan,Asia
8051,2023-08-14,Cust-356,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Pending,Japan,Asia
8052,2023-10-01,Cust-661,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Failed,Australia,Australia
8053,2023-11-24,Cust-511,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Failed,Brazil,South America
8054,2023-11-07,Cust-419,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Completed,India,Asia
8055,2023-02-10,Cust-485,3004,Tablet,Electronics,2,300,600,Bank Transfer,Completed,UK,Europe
8056,2023-04-01,Cust-492,3004,Tablet,Electronics,2,300,600,PayPal,Pending,France,Europe
8057,2023-03-31,Cust-891,3001,Laptop,Electronics,2,1000,2000,Bank Transfer,Pending,Germany,Europe
8058,2023-03-14,Cust-120,3004,Tablet,Electronics,1,300,300,Bank Transfer,Pending,USA,North America
8059,2023-06-08,Cust-504,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Failed,France,Europe
8060,2023-04-02,Cust-103,3002,Headphones,Accessories,5,50,250,Credit Card,Pending,Brazil,South America
8061,2023-07-31,Cust-975,3004,Tablet,Electronics,2,300,600,PayPal,Pending,Germany,Europe
8062,2023-04-02,Cust-460,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Completed,Germany,Europe
8063,2023-09-18,Cust-202,3004,Tablet,Electronics,1,300,300,Credit Card,Failed,France,Europe
8064,2023-03-27,Cust-610,3004,Tablet,Electronics,3,300,900,Credit Card,Completed,Canada,North America
8065,2023-03-10,Cust-676,3003,Smartphone,Electronics,5,700,3500,PayPal,Pending,India,Asia
8066,2023-05-19,Cust-826,3002,Headphones,Accessories,1,50,50,Bank Transfer,Pending,Germany,Europe
8067,2023-03-28,Cust-327,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Failed,Japan,Asia
8068,2023-09-11,Cust-455,3003,Smartphone,Electronics,1,700,700,PayPal,Failed,Japan,Asia
8069,2023-05-11,Cust-773,3004,Tablet,Electronics,3,300,900,Credit Card,Failed,UK,Europe
8070,2023-06-21,Cust-373,3002,Headphones,Accessories,5,50,250,Credit Card,Completed,India,Asia
8071,2023-06-17,Cust-77,3004,Tablet,Electronics,3,300,900,PayPal,Failed,Canada,North America
8072,2023-09-02,Cust-933,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Completed,France,Europe
8073,2023-02-16,Cust-139,3005,Smartwatch,Accessories,1,200,200,Credit Card,Failed,France,Europe
8074,2023-03-24,Cust-954,3004,Tablet,Electronics,2,300,600,Bank Transfer,Pending,Germany,Europe
8075,2023-10-15,Cust-973,3003,Smartphone,Electronics,4,700,2800,Credit Card,Completed,Brazil,South America
8076,2023-11-03,Cust-697,3002,Headphones,Accessories,5,50,250,Bank Transfer,Failed,Brazil,South America
8077,2023-08-14,Cust-394,3004,Tablet,Electronics,1,300,300,PayPal,Pending,Japan,Asia
8078,2023-09-27,Cust-540,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Completed,UK,Europe
8079,2023-06-13,Cust-545,3005,Smartwatch,Accessories,2,200,400,Credit Card,Pending,UK,Europe
8080,2023-08-11,Cust-974,3002,Headphones,Accessories,5,50,250,PayPal,Pending,Canada,North America
8081,2023-03-18,Cust-817,3002,Headphones,Accessories,4,50,200,PayPal,Failed,India,Asia
8082,2023-08-27,Cust-72,3004,Tablet,Electronics,2,300,600,Bank Transfer,Completed,UK,Europe
8083,2023-04-29,Cust-679,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Failed,Germany,Europe
8084,2023-02-15,Cust-166,3004,Tablet,Electronics,5,300,1500,Credit Card,Failed,Brazil,South America
8085,2023-02-15,Cust-375,3002,Headphones,Accessories,5,50,250,PayPal,Completed,Canada,North America
8086,2023-01-08,Cust-835,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Failed,Canada,North America
8087,2023-02-05,Cust-7,3002,Headphones,Accessories,4,50,200,Bank Transfer,Failed,Brazil,South America
8088,2023-01-25,Cust-523,3004,Tablet,Electronics,1,300,300,PayPal,Completed,South Africa,Africa
8089,2023-10-08,Cust-501,3001,Laptop,Electronics,3,1000,3000,PayPal,Failed,South Africa,Africa
8090,2023-01-19,Cust-96,3003,Smartphone,Electronics,5,700,3500,PayPal,Failed,Germany,Europe
8091,2023-09-08,Cust-678,3001,Laptop,Electronics,1,1000,1000,PayPal,Pending,India,Asia
8092,2023-08-23,Cust-303,3003,Smartphone,Electronics,4,700,2800,Credit Card,Failed,USA,North America
8093,2023-04-18,Cust-227,3003,Smartphone,Electronics,1,700,700,PayPal,Completed,South Africa,Africa
8094,2023-06-13,Cust-162,3002,Headphones,Accessories,1,50,50,Credit Card,Failed,South Africa,Africa
8095,2023-11-24,Cust-177,3004,Tablet,Electronics,2,300,600,Credit Card,Failed,Canada,North America
8096,2023-09-26,Cust-870,3001,Laptop,Electronics,1,1000,1000,PayPal,Completed,India,Asia
8097,2023-02-11,Cust-605,3005,Smartwatch,Accessories,3,200,600,Credit Card,Failed,France,Europe
8098,2023-01-10,Cust-757,3003,Smartphone,Electronics,3,700,2100,Credit Card,Failed,Japan,Asia
8099,2023-07-27,Cust-912,3002,Headphones,Accessories,5,50,250,PayPal,Failed,France,Europe
8100,2023-01-29,Cust-369,3001,Laptop,Electronics,2,1000,2000,Credit Card,Completed,USA,North America
8101,2023-08-16,Cust-717,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Failed,UK,Europe
8102,2023-03-05,Cust-407,3003,Smartphone,Electronics,3,700,2100,Credit Card,Completed,Germany,Europe
8103,2023-08-28,Cust-88,3005,Smartwatch,Accessories,2,200,400,PayPal,Failed,Germany,Europe
8104,2023-01-14,Cust-834,3001,Laptop,Electronics,2,1000,2000,Credit Card,Pending,Canada,North America
8105,2023-10-02,Cust-613,3003,Smartphone,Electronics,1,700,700,PayPal,Completed,India,Asia
8106,2023-07-16,Cust-41,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Failed,South Africa,Africa
8107,2023-02-14,Cust-982,3005,Smartwatch,Accessories,5,200,1000,PayPal,Pending,Germany,Europe
8108,2023-02-24,Cust-918,3004,Tablet,Electronics,5,300,1500,PayPal,Completed,USA,North America
8109,2023-03-28,Cust-682,3001,Laptop,Electronics,2,1000,2000,Bank Transfer,Completed,Australia,Australia
8110,2023-11-14,Cust-923,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Completed,Brazil,South America
8111,2023-08-29,Cust-505,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Failed,Japan,Asia
8112,2023-04-22,Cust-971,3003,Smartphone,Electronics,2,700,1400,PayPal,Pending,South Africa,Africa
8113,2023-11-27,Cust-141,3004,Tablet,Electronics,2,300,600,Credit Card,Pending,Germany,Europe
8114,2023-03-29,Cust-136,3002,Headphones,Accessories,1,50,50,Bank Transfer,Failed,UK,Europe
8115,2023-10-15,Cust-665,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Completed,Japan,Asia
8116,2023-10-14,Cust-695,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Completed,France,Europe
8117,2023-11-09,Cust-816,3005,Smartwatch,Accessories,1,200,200,Credit Card,Failed,Australia,Australia
8118,2023-06-15,Cust-690,3004,Tablet,Electronics,5,300,1500,PayPal,Pending,South Africa,Africa
8119,2023-06-04,Cust-861,3004,Tablet,Electronics,4,300,1200,PayPal,Completed,South Africa,Africa
8120,2023-09-22,Cust-943,3004,Tablet,Electronics,2,300,600,Bank Transfer,Pending,Canada,North America
8121,2023-12-30,Cust-426,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Failed,Brazil,South America
8122,2023-02-08,Cust-1,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Pending,South Africa,Africa
8123,2023-06-30,Cust-818,3004,Tablet,Electronics,3,300,900,Credit Card,Failed,Canada,North America
8124,2023-10-26,Cust-930,3001,Laptop,Electronics,3,1000,3000,Credit Card,Completed,UK,Europe
8125,2023-07-17,Cust-798,3002,Headphones,Accessories,2,50,100,Bank Transfer,Pending,South Africa,Africa
8126,2023-09-27,Cust-715,3003,Smartphone,Electronics,3,700,2100,Credit Card,Failed,India,Asia
8127,2023-11-27,Cust-385,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Completed,Japan,Asia
8128,2023-09-12,Cust-439,3004,Tablet,Electronics,2,300,600,PayPal,Completed,USA,North America
8129,2023-02-26,Cust-643,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Pending,South Africa,Africa
8130,2023-08-21,Cust-659,3004,Tablet,Electronics,2,300,600,Credit Card,Completed,Brazil,South America
8131,2023-01-24,Cust-584,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Completed,Canada,North America
8132,2023-09-03,Cust-619,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Pending,UK,Europe
8133,2023-05-04,Cust-286,3002,Headphones,Accessories,1,50,50,PayPal,Failed,Australia,Australia
8134,2023-09-27,Cust-108,3002,Headphones,Accessories,5,50,250,PayPal,Failed,Brazil,South America
8135,2023-04-08,Cust-459,3001,Laptop,Electronics,3,1000,3000,Credit Card,Pending,Japan,Asia
8136,2023-11-14,Cust-66,3005,Smartwatch,Accessories,3,200,600,PayPal,Completed,Brazil,South America
8137,2023-06-18,Cust-42,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Failed,Japan,Asia
8138,2023-10-06,Cust-732,3001,Laptop,Electronics,3,1000,3000,Credit Card,Pending,India,Asia
8139,2023-09-30,Cust-516,3002,Headphones,Accessories,3,50,150,PayPal,Failed,India,Asia
8140,2023-01-11,Cust-362,3004,Tablet,Electronics,5,300,1500,Credit Card,Pending,USA,North America
8141,2023-03-08,Cust-488,3004,Tablet,Electronics,5,300,1500,PayPal,Completed,Brazil,South America
8142,2023-01-15,Cust-23,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Completed,South Africa,Africa
8143,2023-04-13,Cust-272,3002,Headphones,Accessories,5,50,250,Bank Transfer,Failed,Brazil,South America
8144,2023-03-14,Cust-986,3003,Smartphone,Electronics,3,700,2100,Credit Card,Completed,UK,Europe
8145,2023-01-01,Cust-705,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Completed,Canada,North America
8146,2023-04-18,Cust-81,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Completed,UK,Europe
8147,2023-12-09,Cust-143,3002,Headphones,Accessories,3,50,150,Bank Transfer,Completed,France,Europe
8148,2023-07-03,Cust-293,3004,Tablet,Electronics,3,300,900,PayPal,Completed,Japan,Asia
8149,2023-02-01,Cust-707,3003,Smartphone,Electronics,3,700,2100,Credit Card,Completed,Germany,Europe
8150,2023-04-27,Cust-207,3002,Headphones,Accessories,2,50,100,Bank Transfer,Failed,South Africa,Africa
8151,2023-05-30,Cust-135,3005,Smartwatch,Accessories,1,200,200,Credit Card,Completed,South Africa,Africa
8152,2023-08-21,Cust-783,3005,Smartwatch,Accessories,2,200,400,Credit Card,Completed,Brazil,South America
8153,2023-07-24,Cust-428,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Pending,Australia,Australia
8154,2023-04-13,Cust-455,3002,Headphones,Accessories,3,50,150,PayPal,Failed,France,Europe
8155,2023-11-09,Cust-550,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Pending,Japan,Asia
8156,2023-09-26,Cust-589,3002,Headphones,Accessories,1,50,50,Bank Transfer,Pending,Germany,Europe
8157,2023-06-20,Cust-858,3003,Smartphone,Electronics,5,700,3500,Credit Card,Failed,India,Asia
8158,2023-02-23,Cust-467,3002,Headphones,Accessories,5,50,250,Bank Transfer,Completed,Brazil,South America
8159,2023-08-13,Cust-465,3003,Smartphone,Electronics,1,700,700,Credit Card,Completed,Germany,Europe
8160,2023-07-28,Cust-356,3005,Smartwatch,Accessories,1,200,200,PayPal,Completed,UK,Europe
8161,2023-08-22,Cust-777,3004,Tablet,Electronics,5,300,1500,PayPal,Pending,India,Asia
8162,2023-04-08,Cust-725,3002,Headphones,Accessories,2,50,100,PayPal,Failed,Germany,Europe
8163,2023-03-08,Cust-30,3001,Laptop,Electronics,5,1000,5000,Credit Card,Failed,USA,North America
8164,2023-08-15,Cust-689,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Completed,Brazil,South America
8165,2023-09-05,Cust-269,3004,Tablet,Electronics,1,300,300,Credit Card,Pending,India,Asia
8166,2023-01-31,Cust-543,3001,Laptop,Electronics,1,1000,1000,Credit Card,Pending,Germany,Europe
8167,2023-02-22,Cust-773,3004,Tablet,Electronics,5,300,1500,Credit Card,Pending,UK,Europe
8168,2023-02-28,Cust-522,3004,Tablet,Electronics,4,300,1200,PayPal,Pending,Germany,Europe
8169,2023-07-24,Cust-477,3002,Headphones,Accessories,2,50,100,Bank Transfer,Failed,UK,Europe
8170,2023-12-16,Cust-977,3004,Tablet,Electronics,3,300,900,Bank Transfer,Completed,Brazil,South America
8171,2023-07-19,Cust-160,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Pending,India,Asia
8172,2023-11-23,Cust-364,3004,Tablet,Electronics,3,300,900,Bank Transfer,Pending,Brazil,South America
8173,2023-10-11,Cust-173,3004,Tablet,Electronics,4,300,1200,PayPal,Completed,Canada,North America
